,0
channel1,0.08381245941285993
channel2,0.09468790652774661
channel3,0.13777819041701145
channel4,0.1646765982763178
channel5,0.1772986737693053
channel6,0.14578123464466686
channel7,0.10079451048555871
channel8,0.09517042646653336
