,0
channel1,0.15630886729032784
channel2,0.2616722611454727
channel3,0.09168366879404401
channel4,0.1011070795671076
channel5,0.11058869287884039
channel6,0.0964853180267649
channel7,0.08852443538529035
channel8,0.09362967691215221
