,0
channel1,0.14634452259809916
channel2,0.14803323256495876
channel3,0.11421476513613624
channel4,0.12281942060706237
channel5,0.10583557843376844
channel6,0.11191425568117815
channel7,0.10743544757283215
channel8,0.14340277740596474
