,0
channel1,0.13418844382235792
channel2,0.13302923602965183
channel3,0.14402526030568175
channel4,0.13947179589801773
channel5,0.102172237421091
channel6,0.08962221912128704
channel7,0.12464467758912282
channel8,0.1328461298127901
