,0
channel1,0.17949523385541613
channel2,0.10733159083339176
channel3,0.11338648172900961
channel4,0.11666655554249525
channel5,0.10188910397399463
channel6,0.101795799129087
channel7,0.12229194827218613
channel8,0.15714328666441948
