,0
channel1,0.22857450325525736
channel2,0.09293800985737441
channel3,0.07650292314600997
channel4,0.11947804721010598
channel5,0.10051619534051698
channel6,0.07286905557171026
channel7,0.13904513930856874
channel8,0.17007612631045627
