,0
channel1,0.0965564014685394
channel2,0.10271062051235114
channel3,0.12361330897210002
channel4,0.1920111316803271
channel5,0.20633767189344904
channel6,0.09912604194360213
channel7,0.08584753128003016
channel8,0.09379729224960115
